,year,business_id,personal_id,education_level,age,tenure,first_year_treatment,treatment,base_income
1627,2020,104,148,medium,46,15,2013,1,43862.03272347023
1628,2010,189,149,medium,46,9,2018,0,35235.711021054805
1629,2011,189,149,medium,47,10,2018,0,37305.54735024444
1630,2012,189,149,medium,48,11,2018,0,37069.46563458895
1631,2013,189,149,medium,49,12,2018,0,34907.286690018256
1632,2014,189,149,medium,50,13,2018,0,35812.90033536508
1633,2015,189,149,medium,51,14,2018,0,39659.921635162325
1634,2016,189,149,medium,52,15,2018,0,37430.44933578692
1635,2017,189,149,medium,53,16,2018,0,37792.70307351601
1636,2018,189,149,medium,54,17,2018,1,42189.75484130129
1637,2019,189,149,medium,55,18,2018,1,45447.198131186924
1638,2020,189,149,medium,56,19,2018,1,49225.04983848629
1639,2010,113,150,medium,41,5,2016,0,30664.934171491455
1640,2011,113,150,medium,42,6,2016,0,33348.43891334552
1641,2012,113,150,medium,43,7,2016,0,36624.441110830856
1642,2013,113,150,medium,44,8,2016,0,34140.71721750857
1643,2014,113,150,medium,45,9,2016,0,35704.743592499464
1644,2015,113,150,medium,46,10,2016,0,33175.21294370624
1645,2016,113,150,medium,47,11,2016,1,41656.6141944153
1646,2017,113,150,medium,48,12,2016,1,40925.7114699909
1647,2018,113,150,medium,49,13,2016,1,43771.45999135973
1648,2019,113,150,medium,50,14,2016,1,44674.7721031295
1649,2020,113,150,medium,51,15,2016,1,47979.127284037226
1650,2010,126,151,high,34,2,2016,0,34259.26634642715
1651,2011,126,151,high,35,3,2016,0,34251.592633164335
1652,2012,126,151,high,36,4,2016,0,34488.76860315467
1653,2013,126,151,high,37,5,2016,0,33893.66741437862
1654,2014,126,151,high,38,6,2016,0,35776.96768692338
1655,2015,126,151,high,39,7,2016,0,35009.19717972194
1656,2016,126,151,high,40,8,2016,1,41436.921952539225
1657,2017,126,151,high,41,9,2016,1,44235.195071215916
1658,2018,126,151,high,42,10,2016,1,40086.91486944072
1659,2019,126,151,high,43,11,2016,1,44879.75712225809
1660,2020,126,151,high,44,12,2016,1,45734.23013467973
1661,2010,108,152,medium,46,5,2014,0,34063.86294601784
1662,2011,108,152,medium,47,6,2014,0,30556.29020198281
1663,2012,108,152,medium,48,7,2014,0,34084.35602581113
1664,2013,108,152,medium,49,8,2014,0,38393.98909312222
1665,2014,108,152,medium,50,9,2014,1,41254.263875402234
1666,2015,108,152,medium,51,10,2014,1,39801.39553541018
1667,2016,108,152,medium,52,11,2014,1,41290.450157543564
1668,2017,108,152,medium,53,12,2014,1,44481.2400530091
1669,2018,108,152,medium,54,13,2014,1,44393.46713640276
1670,2019,108,152,medium,55,14,2014,1,43322.13580166061
1671,2020,108,152,medium,56,15,2014,1,43566.35117637063
1672,2010,178,153,medium,25,4,2015,0,27016.483701912355
1673,2011,178,153,medium,26,5,2015,0,26455.179631002997
1674,2012,178,153,medium,27,6,2015,0,32030.751378938883
1675,2013,178,153,medium,28,7,2015,0,28655.35906157732
1676,2014,178,153,medium,29,8,2015,0,32234.317041650993
1677,2015,178,153,medium,30,9,2015,1,38342.6321038449
1678,2016,178,153,medium,31,10,2015,1,37796.62179629592
1679,2017,178,153,medium,32,11,2015,1,35436.7593745639
1680,2018,178,153,medium,33,12,2015,1,37607.46018067322
1681,2019,178,153,medium,34,13,2015,1,37251.60878721817
1682,2020,178,153,medium,35,14,2015,1,35992.59627853974
1683,2010,114,154,medium,46,7,2012,0,35348.7185634432
1684,2011,114,154,medium,47,8,2012,0,32841.9204176804
1685,2012,114,154,medium,48,9,2012,1,43075.35877692313
1686,2013,114,154,medium,49,10,2012,1,40270.76540540322
1687,2014,114,154,medium,50,11,2012,1,42102.319311745676
1688,2015,114,154,medium,51,12,2012,1,42766.57574309228
1689,2016,114,154,medium,52,13,2012,1,42182.190052591846
1690,2017,114,154,medium,53,14,2012,1,44373.38760295055
1691,2018,114,154,medium,54,15,2012,1,42750.19268675495
1692,2019,114,154,medium,55,16,2012,1,45942.59459491449
1693,2020,114,154,medium,56,17,2012,1,42008.0406395065
1694,2010,189,155,low,50,6,2015,0,33952.75915909282
1695,2011,189,155,low,51,7,2015,0,38077.85799811657
1696,2012,189,155,low,52,8,2015,0,32699.33735078885
1697,2013,189,155,low,53,9,2015,0,33844.5100589503
1698,2014,189,155,low,54,10,2015,0,36727.81569931783
1699,2015,189,155,low,55,11,2015,1,41559.1635638792
1700,2016,189,155,low,56,12,2015,1,42401.26019854712
1701,2017,189,155,low,57,13,2015,1,43178.37426029533
1702,2018,189,155,low,58,14,2015,1,43969.44293712354
1703,2019,189,155,low,59,15,2015,1,45419.399683912445
1704,2020,189,155,low,60,16,2015,1,44519.63731385703
1705,2010,141,156,low,48,2,2014,0,31817.484690762914
1706,2011,141,156,low,49,3,2014,0,34145.14740240546
1707,2012,141,156,low,50,4,2014,0,37099.76386979043
1708,2013,141,156,low,51,5,2014,0,33534.732507234854
1709,2014,141,156,low,52,6,2014,1,37350.941390658714
1710,2015,141,156,low,53,7,2014,1,42014.16133857395
1711,2016,141,156,low,54,8,2014,1,40059.2376720928
1712,2017,141,156,low,55,9,2014,1,36454.66090797193
1713,2018,141,156,low,56,10,2014,1,42994.84335430084
1714,2019,141,156,low,57,11,2014,1,40729.34362809215
1715,2020,141,156,low,58,12,2014,1,42118.93343539168
1716,2010,176,157,medium,51,5,2016,0,36463.96066113803
1717,2011,176,157,medium,52,6,2016,0,36680.99935955813
1718,2012,176,157,medium,53,7,2016,0,38218.90363427808
1719,2013,176,157,medium,54,8,2016,0,36429.02725886031
1720,2014,176,157,medium,55,9,2016,0,38826.211596352165
1721,2015,176,157,medium,56,10,2016,0,37780.90664483217
1722,2016,176,157,medium,57,11,2016,1,45277.62096177501
1723,2017,176,157,medium,58,12,2016,1,45530.73496802611
1724,2018,176,157,medium,59,13,2016,1,42929.12259591081
1725,2019,176,157,medium,60,14,2016,1,47471.96423235007
1726,2020,176,157,medium,61,15,2016,1,44728.0731097719
1727,2010,150,158,medium,42,7,2015,0,35116.11559656229
1728,2011,150,158,medium,43,8,2015,0,34734.57462680268
1729,2012,150,158,medium,44,9,2015,0,38176.36735359024
1730,2013,150,158,medium,45,10,2015,0,34553.06803525629
1731,2014,150,158,medium,46,11,2015,0,34801.366407763606
1732,2015,150,158,medium,47,12,2015,1,40961.16078822454
1733,2016,150,158,medium,48,13,2015,1,40893.64043433145
1734,2017,150,158,medium,49,14,2015,1,43599.8838038841
1735,2018,150,158,medium,50,15,2015,1,39267.37878312683
1736,2019,150,158,medium,51,16,2015,1,40892.635161707294
1737,2020,150,158,medium,52,17,2015,1,41364.39415684161
1738,2010,162,159,medium,42,7,2016,0,35400.61518394715
1739,2011,162,159,medium,43,8,2016,0,37421.22674516385
1740,2012,162,159,medium,44,9,2016,0,34291.101562925054
1741,2013,162,159,medium,45,10,2016,0,34662.35655361998
1742,2014,162,159,medium,46,11,2016,0,35640.10432622636
1743,2015,162,159,medium,47,12,2016,0,38323.75660521638
1744,2016,162,159,medium,48,13,2016,1,39645.293731618855
1745,2017,162,159,medium,49,14,2016,1,42476.73796546957
1746,2018,162,159,medium,50,15,2016,1,44450.39525956486
1747,2019,162,159,medium,51,16,2016,1,44002.18833987969
1748,2020,162,159,medium,52,17,2016,1,43879.16323319748
1749,2010,195,160,low,38,5,2018,0,31902.092185134283
1750,2011,195,160,low,39,6,2018,0,24993.535414001526
1751,2012,195,160,low,40,7,2018,0,32255.750639061815
1752,2013,195,160,low,41,8,2018,0,30091.848633745154
1753,2014,195,160,low,42,9,2018,0,28238.734206287085
1754,2015,195,160,low,43,10,2018,0,33422.405199049965
1755,2016,195,160,low,44,11,2018,0,35647.317090325916
1756,2017,195,160,low,45,12,2018,0,33125.102970744614
1757,2018,195,160,low,46,13,2018,1,40805.74909440588
1758,2019,195,160,low,47,14,2018,1,42624.55651597729
1759,2020,195,160,low,48,15,2018,1,42529.82890716809
1760,2010,151,161,medium,39,9,2012,0,36279.92905874278
1761,2011,151,161,medium,40,10,2012,0,34984.254982143786
1762,2012,151,161,medium,41,11,2012,1,39150.86727780318
1763,2013,151,161,medium,42,12,2012,1,36296.068376205665
1764,2014,151,161,medium,43,13,2012,1,39507.875023740104
1765,2015,151,161,medium,44,14,2012,1,38813.50680936762
1766,2016,151,161,medium,45,15,2012,1,45341.885434995624
1767,2017,151,161,medium,46,16,2012,1,41148.228375135324
1768,2018,151,161,medium,47,17,2012,1,42246.40961356897
1769,2019,151,161,medium,48,18,2012,1,43602.97075208093
1770,2020,151,161,medium,49,19,2012,1,43087.20489274491
1771,2010,195,162,medium,53,4,2018,0,39590.10208086151
1772,2011,195,162,medium,54,5,2018,0,35454.701276531094
1773,2012,195,162,medium,55,6,2018,0,37589.21491047448
1774,2013,195,162,medium,56,7,2018,0,36215.058828603906
1775,2014,195,162,medium,57,8,2018,0,35559.95497755859
1776,2015,195,162,medium,58,9,2018,0,37476.461818189426
1777,2016,195,162,medium,59,10,2018,0,39125.92640590318
1778,2017,195,162,medium,60,11,2018,0,38841.39555096548
1779,2018,195,162,medium,61,12,2018,1,43815.15804025229
1780,2019,195,162,medium,62,13,2018,1,42887.365072656336
1781,2020,195,162,medium,63,14,2018,1,46033.78885474261
1782,2010,103,163,medium,36,3,2016,0,27890.559251937997
1783,2011,103,163,medium,37,4,2016,0,32920.11192737921
1784,2012,103,163,medium,38,5,2016,0,32064.879505869005
1785,2013,103,163,medium,39,6,2016,0,29484.897001070138
1786,2014,103,163,medium,40,7,2016,0,32281.581845900273
1787,2015,103,163,medium,41,8,2016,0,31895.687188818833
1788,2016,103,163,medium,42,9,2016,1,39538.34902083836
1789,2017,103,163,medium,43,10,2016,1,42080.90089204629
1790,2018,103,163,medium,44,11,2016,1,36149.65506070851
1791,2019,103,163,medium,45,12,2016,1,40630.052158294835
1792,2020,103,163,medium,46,13,2016,1,40579.734408866716
1793,2010,193,164,medium,28,4,2016,0,30042.68015290093
1794,2011,193,164,medium,29,5,2016,0,29626.393256475378
1795,2012,193,164,medium,30,6,2016,0,28196.06133652236
1796,2013,193,164,medium,31,7,2016,0,29561.892128666765
1797,2014,193,164,medium,32,8,2016,0,29107.94828639302
1798,2015,193,164,medium,33,9,2016,0,33352.014277197195
1799,2016,193,164,medium,34,10,2016,1,36742.62329734388
1800,2017,193,164,medium,35,11,2016,1,41002.38137150602
1801,2018,193,164,medium,36,12,2016,1,37578.678372370756
1802,2019,193,164,medium,37,13,2016,1,36783.186466179075
1803,2020,193,164,medium,38,14,2016,1,35672.57121477435
1804,2010,122,165,medium,51,5,2013,0,32193.72064748811
1805,2011,122,165,medium,52,6,2013,0,33131.72811398902
1806,2012,122,165,medium,53,7,2013,0,37334.25330202297
1807,2013,122,165,medium,54,8,2013,1,43317.45004645987
1808,2014,122,165,medium,55,9,2013,1,39637.61859593573
1809,2015,122,165,medium,56,10,2013,1,45090.07662815223
1810,2016,122,165,medium,57,11,2013,1,42833.87789663312
1811,2017,122,165,medium,58,12,2013,1,44593.5860239711
1812,2018,122,165,medium,59,13,2013,1,48024.44125651085
1813,2019,122,165,medium,60,14,2013,1,47093.67863173106
1814,2020,122,165,medium,61,15,2013,1,45262.93870418834
1815,2010,114,166,medium,27,6,2013,0,27017.615549169426
1816,2011,114,166,medium,28,7,2013,0,24996.369197341388
1817,2012,114,166,medium,29,8,2013,0,28361.69336151516
1818,2013,114,166,medium,30,9,2013,1,34877.739522344615
1819,2014,114,166,medium,31,10,2013,1,33825.64094569763
1820,2015,114,166,medium,32,11,2013,1,36037.48606581539
1821,2016,114,166,medium,33,12,2013,1,36953.70376591753
1822,2017,114,166,medium,34,13,2013,1,36850.28803638384
1823,2018,114,166,medium,35,14,2013,1,36499.99483835308
1824,2019,114,166,medium,36,15,2013,1,38637.309343933455
1825,2020,114,166,medium,37,16,2013,1,39683.88129913882
1826,2010,142,167,medium,44,3,2018,0,31119.20184511431
1827,2011,142,167,medium,45,4,2018,0,36621.86475949254
1828,2012,142,167,medium,46,5,2018,0,34102.82373543148
1829,2013,142,167,medium,47,6,2018,0,34837.69924588969
1830,2014,142,167,medium,48,7,2018,0,36716.42884651312
1831,2015,142,167,medium,49,8,2018,0,36266.432262527
1832,2016,142,167,medium,50,9,2018,0,38206.27326782649
1833,2017,142,167,medium,51,10,2018,0,37374.24833040365
1834,2018,142,167,medium,52,11,2018,1,41075.125250719124
1835,2019,142,167,medium,53,12,2018,1,43523.007050412205
1836,2020,142,167,medium,54,13,2018,1,41012.547585358676
1837,2010,128,168,medium,53,2,2017,0,36017.119411553045
1838,2011,128,168,medium,54,3,2017,0,36233.54001871108
1839,2012,128,168,medium,55,4,2017,0,36383.76628545492
1840,2013,128,168,medium,56,5,2017,0,37042.92497712214
1841,2014,128,168,medium,57,6,2017,0,34036.301909004724
1842,2015,128,168,medium,58,7,2017,0,37202.55018451808
1843,2016,128,168,medium,59,8,2017,0,38985.68980228223
1844,2017,128,168,medium,60,9,2017,1,44619.7127839948
1845,2018,128,168,medium,61,10,2017,1,42744.64971814808
1846,2019,128,168,medium,62,11,2017,1,47831.4156817294
1847,2020,128,168,medium,63,12,2017,1,44067.650303571
1848,2010,135,169,medium,36,4,2018,0,33038.91440105347
1849,2011,135,169,medium,37,5,2018,0,32454.38872374337
1850,2012,135,169,medium,38,6,2018,0,30807.545380312393
1851,2013,135,169,medium,39,7,2018,0,36150.621785219024
1852,2014,135,169,medium,40,8,2018,0,30712.72633648704
1853,2015,135,169,medium,41,9,2018,0,35438.30834722
1854,2016,135,169,medium,42,10,2018,0,36101.16463608596
1855,2017,135,169,medium,43,11,2018,0,33258.75958184671
1856,2018,135,169,medium,44,12,2018,1,42884.93060012866
1857,2019,135,169,medium,45,13,2018,1,40099.9069708021
1858,2020,135,169,medium,46,14,2018,1,41677.38725855971
1859,2010,112,170,low,31,5,2013,0,28320.64367754244
1860,2011,112,170,low,32,6,2013,0,28031.382517058904
1861,2012,112,170,low,33,7,2013,0,30421.616546319565
1862,2013,112,170,low,34,8,2013,1,35886.97744110443
1863,2014,112,170,low,35,9,2013,1,31302.936053523637
1864,2015,112,170,low,36,10,2013,1,37908.680485756304
1865,2016,112,170,low,37,11,2013,1,32475.016023928652
1866,2017,112,170,low,38,12,2013,1,38365.09240868331
1867,2018,112,170,low,39,13,2013,1,39053.410273655165
1868,2019,112,170,low,40,14,2013,1,35118.067139569604
1869,2020,112,170,low,41,15,2013,1,36978.37142409083
1870,2010,131,171,medium,53,4,2016,0,33988.59066302813
1871,2011,131,171,medium,54,5,2016,0,36270.15793942253
1872,2012,131,171,medium,55,6,2016,0,36583.931431628516
1873,2013,131,171,medium,56,7,2016,0,39259.32106453868
1874,2014,131,171,medium,57,8,2016,0,40820.61749223922
1875,2015,131,171,medium,58,9,2016,0,41491.36762157991
1876,2016,131,171,medium,59,10,2016,1,43075.66394684339
1877,2017,131,171,medium,60,11,2016,1,44281.55625251094
1878,2018,131,171,medium,61,12,2016,1,41833.1236155581
1879,2019,131,171,medium,62,13,2016,1,44088.259867007626
1880,2020,131,171,medium,63,14,2016,1,48129.70326619491
1881,2010,170,172,medium,35,3,2014,0,33831.165647096466
1882,2011,170,172,medium,36,4,2014,0,28631.302256240157
1883,2012,170,172,medium,37,5,2014,0,30415.071481694213
1884,2013,170,172,medium,38,6,2014,0,32047.188486082145
1885,2014,170,172,medium,39,7,2014,1,38160.32231763921
1886,2015,170,172,medium,40,8,2014,1,36480.79296015671
1887,2016,170,172,medium,41,9,2014,1,39448.12208892818
1888,2017,170,172,medium,42,10,2014,1,38152.32130585817
1889,2018,170,172,medium,43,11,2014,1,39571.09545824344
1890,2019,170,172,medium,44,12,2014,1,41192.5684960074
1891,2020,170,172,medium,45,13,2014,1,40612.844539621874
1892,2010,158,173,medium,25,8,2018,0,27727.228218946864
1893,2011,158,173,medium,26,9,2018,0,28880.78039214834
1894,2012,158,173,medium,27,10,2018,0,29423.27408158933
1895,2013,158,173,medium,28,11,2018,0,29359.977940235745
1896,2014,158,173,medium,29,12,2018,0,30082.407874665794
1897,2015,158,173,medium,30,13,2018,0,34297.29434100943
1898,2016,158,173,medium,31,14,2018,0,32721.838895882476
1899,2017,158,173,medium,32,15,2018,0,31509.03936394168
1900,2018,158,173,medium,33,16,2018,1,38993.90880902147
1901,2019,158,173,medium,34,17,2018,1,37432.36102048798
1902,2020,158,173,medium,35,18,2018,1,40946.24927517328
1903,2010,185,174,medium,30,4,2016,0,30039.28438439619
1904,2011,185,174,medium,31,5,2016,0,29585.395711991543
1905,2012,185,174,medium,32,6,2016,0,31195.433851620553
1906,2013,185,174,medium,33,7,2016,0,27658.247695863
1907,2014,185,174,medium,34,8,2016,0,29046.46506218039
1908,2015,185,174,medium,35,9,2016,0,29412.14998720189
1909,2016,185,174,medium,36,10,2016,1,37585.88618952742
1910,2017,185,174,medium,37,11,2016,1,41265.02999897018
1911,2018,185,174,medium,38,12,2016,1,42762.600292385265
1912,2019,185,174,medium,39,13,2016,1,40076.10220288151
1913,2020,185,174,medium,40,14,2016,1,40301.688949888914
1914,2010,127,175,high,39,2,2014,0,30997.884531694523
1915,2011,127,175,high,40,3,2014,0,34014.65240053196
1916,2012,127,175,high,41,4,2014,0,34024.43249618352
1917,2013,127,175,high,42,5,2014,0,34858.30480349777
1918,2014,127,175,high,43,6,2014,1,41263.71236283042
1919,2015,127,175,high,44,7,2014,1,41155.81884460575
1920,2016,127,175,high,45,8,2014,1,38641.40037924842
1921,2017,127,175,high,46,9,2014,1,44595.82051223507
1922,2018,127,175,high,47,10,2014,1,41454.51394852038
1923,2019,127,175,high,48,11,2014,1,44578.493728222296
1924,2020,127,175,high,49,12,2014,1,48748.165339499945
1925,2010,165,176,high,39,2,2014,0,32761.230816827152
1926,2011,165,176,high,40,3,2014,0,30039.42495450734
1927,2012,165,176,high,41,4,2014,0,35027.99155623978
1928,2013,165,176,high,42,5,2014,0,38301.91926999714
1929,2014,165,176,high,43,6,2014,1,45516.69490844119
1930,2015,165,176,high,44,7,2014,1,39640.90081109517
1931,2016,165,176,high,45,8,2014,1,43593.398446473046
1932,2017,165,176,high,46,9,2014,1,42169.37908643989
1933,2018,165,176,high,47,10,2014,1,43388.10329139173
1934,2019,165,176,high,48,11,2014,1,49388.68669403407
1935,2020,165,176,high,49,12,2014,1,41594.059343209694
1936,2010,141,177,medium,43,1,2013,0,33107.479322989144
1937,2011,141,177,medium,44,2,2013,0,34035.38634353087
1938,2012,141,177,medium,45,3,2013,0,35771.5726498787
1939,2013,141,177,medium,46,4,2013,1,39295.96630694179
1940,2014,141,177,medium,47,5,2013,1,40216.10107900821
1941,2015,141,177,medium,48,6,2013,1,39316.70286515642
1942,2016,141,177,medium,49,7,2013,1,41138.253882490215
1943,2017,141,177,medium,50,8,2013,1,40413.61544900518
1944,2018,141,177,medium,51,9,2013,1,42843.1437797121
1945,2019,141,177,medium,52,10,2013,1,41360.77932791273
1946,2020,141,177,medium,53,11,2013,1,43354.20078780437
1947,2010,144,178,low,35,4,2018,0,28741.474372630044
1948,2011,144,178,low,36,5,2018,0,31552.100501544337
1949,2012,144,178,low,37,6,2018,0,29697.212552823028
1950,2013,144,178,low,38,7,2018,0,26753.935063586236
1951,2014,144,178,low,39,8,2018,0,33323.84300142798
1952,2015,144,178,low,40,9,2018,0,29488.535398274762
1953,2016,144,178,low,41,10,2018,0,30492.46732270236
1954,2017,144,178,low,42,11,2018,0,31108.677411913017
1955,2018,144,178,low,43,12,2018,1,40548.87618634164
1956,2019,144,178,low,44,13,2018,1,34028.65157204261
1957,2020,144,178,low,45,14,2018,1,45075.497067319986
1958,2010,161,179,medium,50,9,2015,0,38412.113618132105
1959,2011,161,179,medium,51,10,2015,0,37246.47782825832
1960,2012,161,179,medium,52,11,2015,0,37190.21199876743
1961,2013,161,179,medium,53,12,2015,0,38371.10814971531
1962,2014,161,179,medium,54,13,2015,0,39342.244856758676
1963,2015,161,179,medium,55,14,2015,1,45090.43117190011
1964,2016,161,179,medium,56,15,2015,1,45411.2089320069
1965,2017,161,179,medium,57,16,2015,1,44979.161362510495
1966,2018,161,179,medium,58,17,2015,1,44905.32315938535
1967,2019,161,179,medium,59,18,2015,1,45497.45343269298
1968,2020,161,179,medium,60,19,2015,1,45910.18343929464
1969,2010,156,180,low,47,7,2012,0,35267.54019373413
1970,2011,156,180,low,48,8,2012,0,34687.11344456172
1971,2012,156,180,low,49,9,2012,1,33119.22273067144
1972,2013,156,180,low,50,10,2012,1,40811.80155305952
1973,2014,156,180,low,51,11,2012,1,40389.47238943755
1974,2015,156,180,low,52,12,2012,1,40462.58248710821
1975,2016,156,180,low,53,13,2012,1,40222.963093822225
